,wID,versionNum,category,object,trial,TRnum,condition,onset_time,run_num,viewpoint,onset
0,0119174_neurosketch,27,2,bench,320,0,-1,0,5,20,0
1,0119174_neurosketch,27,2,bench,320,1,-1,0,5,20,0
2,0119174_neurosketch,27,2,bench,320,2,-1,0,5,20,0
3,0119174_neurosketch,27,2,bench,320,3,-1,0,5,20,0
4,0119174_neurosketch,27,2,bench,320,4,-1,0,5,20,0
5,0119174_neurosketch,27,2,bench,320,5,-1,0,5,20,0
6,0119174_neurosketch,27,2,bench,320,6,-1,0,5,20,0
7,0119174_neurosketch,27,2,bench,320,7,-1,0,5,20,0
8,0119174_neurosketch,27,2,bench,320,8,0,12002.205000000075,5,20,1
9,0119174_neurosketch,27,2,bench,320,9,0,12002.205000000075,5,20,0
10,0119174_neurosketch,27,2,bench,320,10,0,12002.205000000075,5,20,0
11,0119174_neurosketch,27,2,bench,320,11,0,12002.205000000075,5,20,0
12,0119174_neurosketch,27,2,bench,320,12,0,12002.205000000075,5,20,0
13,0119174_neurosketch,27,2,bench,320,13,0,12002.205000000075,5,20,0
14,0119174_neurosketch,27,2,bench,320,14,0,12002.205000000075,5,20,0
15,0119174_neurosketch,27,2,bench,320,15,0,12002.205000000075,5,20,0
16,0119174_neurosketch,27,2,bench,320,16,0,12002.205000000075,5,20,0
17,0119174_neurosketch,27,2,bench,320,17,0,12002.205000000075,5,20,0
18,0119174_neurosketch,27,2,bench,320,18,0,12002.205000000075,5,20,0
19,0119174_neurosketch,27,2,bench,320,19,0,12002.205000000075,5,20,0
20,0119174_neurosketch,27,2,bench,320,20,0,12002.205000000075,5,20,0
21,0119174_neurosketch,27,2,bench,320,21,0,12002.205000000075,5,20,0
22,0119174_neurosketch,27,2,bench,320,22,0,12002.205000000075,5,20,0
23,0119174_neurosketch,27,2,bench,320,23,0,12002.205000000075,5,20,0
24,0119174_neurosketch,27,2,bench,320,24,0,12002.205000000075,5,20,0
25,0119174_neurosketch,27,2,bench,320,25,0,12002.205000000075,5,20,0
26,0119174_neurosketch,27,2,bench,320,26,0,12002.205000000075,5,20,0
27,0119174_neurosketch,27,2,bench,320,27,0,12002.205000000075,5,20,0
28,0119174_neurosketch,27,2,bench,320,28,0,12002.205000000075,5,20,0
29,0119174_neurosketch,27,2,bench,320,29,0,12002.205000000075,5,20,0
30,0119174_neurosketch,27,2,bench,320,30,0,12002.205000000075,5,20,0
31,0119174_neurosketch,27,2,bench,320,31,0,12002.205000000075,5,20,0
32,0119174_neurosketch,27,2,bench,320,32,0,12002.205000000075,5,20,0
33,0119174_neurosketch,27,2,bench,320,33,0,12002.205000000075,5,20,0
34,0119174_neurosketch,27,2,bench,320,34,0,12002.205000000075,5,20,0
