,wID,versionNum,category,object,trial,TRnum,condition,onset_time,run_num,viewpoint,onset
0,1206161_neurosketch,18,2,bed,320,0,-1,0,5,22,0
1,1206161_neurosketch,18,2,bed,320,1,-1,0,5,22,0
2,1206161_neurosketch,18,2,bed,320,2,-1,0,5,22,0
3,1206161_neurosketch,18,2,bed,320,3,-1,0,5,22,0
4,1206161_neurosketch,18,2,bed,320,4,-1,0,5,22,0
5,1206161_neurosketch,18,2,bed,320,5,-1,0,5,22,0
6,1206161_neurosketch,18,2,bed,320,6,-1,0,5,22,0
7,1206161_neurosketch,18,2,bed,320,7,-1,0,5,22,0
8,1206161_neurosketch,18,2,bed,320,8,0,12003.17500000028,5,22,1
9,1206161_neurosketch,18,2,bed,320,9,0,12003.17500000028,5,22,0
10,1206161_neurosketch,18,2,bed,320,10,0,12003.17500000028,5,22,0
11,1206161_neurosketch,18,2,bed,320,11,0,12003.17500000028,5,22,0
12,1206161_neurosketch,18,2,bed,320,12,0,12003.17500000028,5,22,0
13,1206161_neurosketch,18,2,bed,320,13,0,12003.17500000028,5,22,0
14,1206161_neurosketch,18,2,bed,320,14,0,12003.17500000028,5,22,0
15,1206161_neurosketch,18,2,bed,320,15,0,12003.17500000028,5,22,0
16,1206161_neurosketch,18,2,bed,320,16,0,12003.17500000028,5,22,0
17,1206161_neurosketch,18,2,bed,320,17,0,12003.17500000028,5,22,0
18,1206161_neurosketch,18,2,bed,320,18,0,12003.17500000028,5,22,0
19,1206161_neurosketch,18,2,bed,320,19,0,12003.17500000028,5,22,0
20,1206161_neurosketch,18,2,bed,320,20,0,12003.17500000028,5,22,0
21,1206161_neurosketch,18,2,bed,320,21,0,12003.17500000028,5,22,0
22,1206161_neurosketch,18,2,bed,320,22,0,12003.17500000028,5,22,0
23,1206161_neurosketch,18,2,bed,320,23,0,12003.17500000028,5,22,0
24,1206161_neurosketch,18,2,bed,320,24,0,12003.17500000028,5,22,0
25,1206161_neurosketch,18,2,bed,320,25,0,12003.17500000028,5,22,0
26,1206161_neurosketch,18,2,bed,320,26,0,12003.17500000028,5,22,0
27,1206161_neurosketch,18,2,bed,320,27,0,12003.17500000028,5,22,0
28,1206161_neurosketch,18,2,bed,320,28,0,12003.17500000028,5,22,0
29,1206161_neurosketch,18,2,bed,320,29,0,12003.17500000028,5,22,0
30,1206161_neurosketch,18,2,bed,320,30,0,12003.17500000028,5,22,0
31,1206161_neurosketch,18,2,bed,320,31,0,12003.17500000028,5,22,0
32,1206161_neurosketch,18,2,bed,320,32,0,12003.17500000028,5,22,0
33,1206161_neurosketch,18,2,bed,320,33,0,12003.17500000028,5,22,0
34,1206161_neurosketch,18,2,bed,320,34,0,12003.17500000028,5,22,0
35,1206161_neurosketch,18,2,bed,320,35,0,12003.17500000028,5,22,0
36,1206161_neurosketch,18,2,bed,320,36,0,12003.17500000028,5,22,0
37,1206161_neurosketch,18,2,bed,320,37,0,12003.17500000028,5,22,0
38,1206161_neurosketch,18,2,bench,321,38,0,57497.4450000003,5,22,1
39,1206161_neurosketch,18,2,bench,321,39,0,57497.4450000003,5,22,0
40,1206161_neurosketch,18,2,bench,321,40,0,57497.4450000003,5,22,0
41,1206161_neurosketch,18,2,bench,321,41,0,57497.4450000003,5,22,0
42,1206161_neurosketch,18,2,bench,321,42,0,57497.4450000003,5,22,0
43,1206161_neurosketch,18,2,bench,321,43,0,57497.4450000003,5,22,0
44,1206161_neurosketch,18,2,bench,321,44,0,57497.4450000003,5,22,0
45,1206161_neurosketch,18,2,bench,321,45,0,57497.4450000003,5,22,0
46,1206161_neurosketch,18,2,bench,321,46,0,57497.4450000003,5,22,0
47,1206161_neurosketch,18,2,bench,321,47,0,57497.4450000003,5,22,0
48,1206161_neurosketch,18,2,bench,321,48,0,57497.4450000003,5,22,0
49,1206161_neurosketch,18,2,bench,321,49,0,57497.4450000003,5,22,0
50,1206161_neurosketch,18,2,bench,321,50,0,57497.4450000003,5,22,0
51,1206161_neurosketch,18,2,bench,321,51,0,57497.4450000003,5,22,0
52,1206161_neurosketch,18,2,bench,321,52,0,57497.4450000003,5,22,0
53,1206161_neurosketch,18,2,bench,321,53,0,57497.4450000003,5,22,0
54,1206161_neurosketch,18,2,bench,321,54,0,57497.4450000003,5,22,0
55,1206161_neurosketch,18,2,bench,321,55,0,57497.4450000003,5,22,0
56,1206161_neurosketch,18,2,bench,321,56,0,57497.4450000003,5,22,0
57,1206161_neurosketch,18,2,bench,321,57,0,57497.4450000003,5,22,0
58,1206161_neurosketch,18,2,bench,321,58,0,57497.4450000003,5,22,0
59,1206161_neurosketch,18,2,bench,321,59,0,57497.4450000003,5,22,0
60,1206161_neurosketch,18,2,bench,321,60,0,57497.4450000003,5,22,0
61,1206161_neurosketch,18,2,bench,321,61,0,57497.4450000003,5,22,0
62,1206161_neurosketch,18,2,bench,321,62,0,57497.4450000003,5,22,0
63,1206161_neurosketch,18,2,bench,321,63,0,57497.4450000003,5,22,0
64,1206161_neurosketch,18,2,bench,321,64,0,57497.4450000003,5,22,0
65,1206161_neurosketch,18,2,bench,321,65,0,57497.4450000003,5,22,0
66,1206161_neurosketch,18,2,bench,321,66,0,57497.4450000003,5,22,0
67,1206161_neurosketch,18,2,bench,321,67,0,57497.4450000003,5,22,0
68,1206161_neurosketch,18,2,bed,322,68,0,102512.88000000035,5,20,1
69,1206161_neurosketch,18,2,bed,322,69,0,102512.88000000035,5,20,0
70,1206161_neurosketch,18,2,bed,322,70,0,102512.88000000035,5,20,0
71,1206161_neurosketch,18,2,bed,322,71,0,102512.88000000035,5,20,0
72,1206161_neurosketch,18,2,bed,322,72,0,102512.88000000035,5,20,0
